ticker,date,open_price,close_price,high_price,low_price,volume
IBM,2021-11-03,120.67878,121.5392,121.692162,120.152962,5670784
IBM,2021-11-04,123.050003,120.849998,123.339996,119.900002,7208700
IBM,2021-11-05,121.43,123.610001,123.769997,121.43,6790500
IBM,2021-11-08,123.989998,124.540001,124.779999,123.529999,5625300
IBM,2021-11-09,122.559998,120.849998,122.900002,120.260002,7236600
IBM,2021-11-10,121.0,120.220001,122.43,119.93,6270300
IBM,2021-11-11,120.900002,120.269997,121.790001,120.080002,4643300
IBM,2021-11-12,120.0,118.959999,120.639999,118.779999,5418300
IBM,2021-11-15,119.540001,118.870003,120.160004,118.309998,5046300
IBM,2021-11-16,118.919998,118.459999,119.900002,118.419998,4750800
IBM,2021-11-17,118.379997,118.059998,119.330002,117.779999,4043300
IBM,2021-11-18,118.360001,116.660004,118.360001,116.309998,5046900
IBM,2021-11-19,116.489998,116.050003,116.559998,115.269997,5380200
IBM,2021-11-22,116.0,116.470001,118.809998,115.190002,6416200
IBM,2021-11-23,116.790001,116.790001,117.940002,116.040001,4912800
IBM,2021-11-24,116.160004,116.730003,117.269997,116.080002,3220800
IBM,2021-11-26,115.0,115.809998,116.339996,114.559998,3322000
IBM,2021-11-29,118.620003,118.5,119.610001,117.529999,8949800
IBM,2021-11-30,117.5,117.099998,119.239998,116.449997,9252700
IBM,2021-12-01,118.25,116.919998,118.93,116.849998,5958300
IBM,2021-12-02,117.370003,116.900002,117.980003,116.559998,5267100
IBM,2021-12-03,117.360001,118.839996,119.360001,117.360001,6630100
IBM,2021-12-06,119.400002,119.910004,121.150002,119.400002,4785600
IBM,2021-12-07,120.480003,121.580002,122.080002,120.07,5194000
IBM,2021-12-08,122.0,123.019997,123.379997,121.519997,5483900
IBM,2021-12-09,122.150002,123.57,123.949997,121.790001,4601100
IBM,2021-12-10,124.300003,124.089996,125.330002,123.360001,4966900
IBM,2021-12-13,123.760002,122.580002,124.360001,120.790001,6847500
IBM,2021-12-14,122.349998,123.760002,125.029999,122.300003,5716100
IBM,2021-12-15,123.800003,123.110001,124.82,122.18,4990000
IBM,2021-12-16,123.510002,125.93,126.639999,123.480003,7280500
IBM,2021-12-17,125.870003,127.400002,128.639999,125.209999,10379000
IBM,2021-12-20,125.720001,127.059998,127.199997,124.699997,4941400
IBM,2021-12-21,127.660004,128.970001,129.339996,127.660004,4856000
IBM,2021-12-22,129.059998,129.75,129.789993,127.599998,3923200
IBM,2021-12-23,130.0,130.630005,130.960007,129.520004,3649000
IBM,2021-12-27,130.630005,131.619995,131.649994,129.949997,4293900
IBM,2021-12-28,131.600006,132.630005,133.220001,131.589996,3445200
IBM,2021-12-29,132.399994,133.350006,134.210007,132.300003,4239900
IBM,2021-12-30,133.75,133.910004,134.369995,133.330002,3158100
